timestamp,rule.level,decoder.name,rule.description,rule.groups,rule.mitre.id,agent.ip
2026-04-18T11:02:00.53841,11,suricata,Command and Control Beaconing Detected,,,13.74.146.113
2026-04-17T18:50:00.18414,10,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.14
2026-04-12T21:44:00.47285,4,sudo,User executed allowed sudo command,privilege,,192.168.1.144
2026-04-11T11:39:00.47693,1,cron,Cron job executed successfully,system,,47.251.174.52
2026-05-01T10:17:00.29703,3,nginx,,authentication_failed,T1110,192.168.1.198
2026-04-22T19:49:00.46106,11,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,8.218.13.139
2026-04-10T06:04:54.84611,4,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.157
2026-04-06T04:26:00.55507,1,iptables,Firewall accepted connection,,,60.111.52.180
2026-04-27T13:14:00.45278,4,cron,Cron job executed successfully,system,,192.168.1.46
2026-04-10T04:12:00.94818,3,sudo,User executed allowed sudo command,,,192.168.1.61
2026-04-13T11:52:00.62234,1,,Normal GET request to /index.html,web_traffic,,192.168.1.80
2026-04-17T09:00:00.75476,1,nginx,,web_traffic,,
2026-04-19T01:20:00.49781,3,postfix,Mail delivery successful,mail,,192.168.1.169
2026-04-21T13:58:00.39320,4,cron,Cron job executed successfully,system,,192.168.1.95
2026-04-08T11:13:00.41421,,nginx,Normal asset load (JS/CSS),web_traffic,,54.37.252.192
2026-04-05T06:52:00.12715,6,nginx,Unusual traffic spike detected,web_traffic,,192.168.1.186
2026-04-10T08:28:00.52480,4,mysql,Standard DB query execution,database,,192.168.1.161
2026-04-30T18:03:00.33676,3,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.215
2026-04-21T14:09:00.88609,7,suricata,Outbound connection to rare external IP,network_monitor,,192.168.1.239
2026-04-14T19:09:00.24019,3,cron,Cron job executed successfully,system,,192.168.1.190
2026-04-06T03:19:00.33800,3,pam,Successful SSH login,authentication,,192.168.1.24
2026-04-13T15:10:00.13606,8,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.3
2026-04-03T10:14:35.51602,1,iptables,Firewall accepted connection,firewall,,192.168.1.69
2026-04-15T06:26:00.99571,10,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.130
2026-04-10T12:25:00.91488,9,suricata,Command and Control Beaconing Detected,c2,T1071,2.47.62.245
2026-04-11T07:58:00.20359,9,syscheck,Certificate expiration warning: SSL cert expires in 7 days,system_monitor,,192.168.1.26
2026-04-25T03:20:00.76230,2,windows,System event 4624,windows_auth,,192.168.1.71
2026-04-30T09:15:00.62168,1,postfix,Mail delivery successful,mail,,192.168.1.124
2026-04-17T06:41:00.36832,5,sshd,Multiple failed password attempts,authentication_failed,T1110,130.161.135.247
2026-04-12T08:53:00.10174,14,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,
2026-04-09T18:42:00.19858,4,suricata,DNS tunneling: suspicious TXT record queries to unknown domain,c2,T1071,192.168.1.79
2026-04-28T20:03:00.28170,9,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,192.168.1.28
2026-05-03T15:18:00.81755,4,sudo,User executed allowed sudo command,privilege,,192.168.1.104
2026-04-02T19:46:46.45163,1,nginx,,web_traffic,,192.168.1.117
2026-04-25T04:19:00.33825,7,,Unexpected file modification in /etc/,ossec,,62.171.162.87
2026-04-07T19:57:00.56292,5,sshd,Multiple failed password attempts,authentication_failed,T1110,192.168.1.116
2026-04-12T08:25:00.67104,,windows,System event 4624,windows_auth,,192.168.1.201
2026-04-10T05:21:00.25082,4,nginx,Normal asset load (JS/CSS),,,192.168.1.242
2026-05-01T09:07:00.40544,11,sca,Vulnerability assessment scan completed on all endpoints,compliance,,192.168.1.111
2026-04-29T22:21:00.64355,4,mysql,Standard DB query execution,database,,192.168.1.213
2026-04-16T10:07:00.28252,6,nginx,Unusual traffic spike detected,web_traffic,,14.220.183.150
2026-04-19T10:13:00.79243,5,pam,Service account login from unexpected geographic region,lateral_movement,T1021,192.168.1.11
2026-04-15T04:46:00.54260,10,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,47.236.206.240
2026-04-12T21:48:00.35610,8,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.247
2026-04-21T04:05:00.60551,4,nginx,Low-rate credential stuffing via API endpoint,authentication_failed,T1110,192.168.1.68
2026-04-17T11:21:00.98220,1,nginx,Normal asset load (JS/CSS),web_traffic,,14.103.123.6
2026-04-29T02:02:00.46644,3,syscheck,File integrity check passed,ossec,,192.168.1.245
2026-04-23T09:03:00.35261,3,windows,System event 4624,windows_auth,,192.168.1.157
2026-05-01T20:55:00.50631,11,windows_defender,Malware Execution Detected,malware,T1204,192.168.1.172
2026-04-09T13:18:00.15613,2,windows,System event 4624,windows_auth,,192.168.1.141
2026-04-21T05:07:00.94217,13,modsecurity,SQL Injection attempt detected,owasp_10,T1190,68.178.169.200
2026-04-26T12:16:21.75741,8,nginx,Unusual traffic spike detected,web_traffic,,192.168.1.17
2026-04-19T11:28:00.38966,1,mysql,Standard DB query execution,database,,192.168.1.201
2026-04-18T05:39:00.29933,10,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.210
2026-04-23T04:40:00.68603,3,pam,Service account login from unexpected geographic region,lateral_movement,T1021,192.168.1.205
2026-04-10T23:57:00.53267,15,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,47.239.208.36
2026-05-03T15:54:00.41470,8,suricata,Outbound connection to rare external IP,network_monitor,,44.251.105.132
2026-04-21T01:21:00.29914,15,suricata,Command and Control Beaconing Detected,c2,,14.170.77.239
2026-04-30T20:19:08.16661,,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,162.65.175.96
2026-04-19T06:33:00.23466,2,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.172
2026-04-27T05:52:00.19685,8,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,64.23.163.137
2026-04-24T00:49:00.46088,1,sudo,User executed allowed sudo command,privilege,,47.85.25.32
2026-04-16T23:02:00.25486,3,iptables,Firewall accepted connection,firewall,,192.168.1.56
2026-04-24T05:34:07.38204,,sudo,User executed allowed sudo command,privilege,,192.168.1.240
2026-04-29T13:03:00.67301,3,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.144
2026-04-12T10:51:00.38635,4,iptables,Firewall accepted connection,firewall,,192.168.1.204
2026-04-12T07:26:00.96805,8,syscheck,Unexpected file modification in /etc/,ossec,,79.124.56.250
2026-04-26T21:56:00.65454,2,postfix,Mail delivery successful,mail,,
2026-05-02T14:01:00.42600,1,pam,Successful SSH login,authentication,,
2026-05-04T04:42:00.83740,9,sshd,SSH key rotation completed for service account,authentication,,
2026-04-14T12:34:00.14492,10,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,14.103.110.123
2026-04-14T02:31:50.93054,5,sshd,Multiple failed password attempts,,T1110,192.168.1.110
2026-04-16T17:14:00.34572,2,nginx,Normal asset load (JS/CSS),web_traffic,,
2026-05-04T02:51:00.33574,4,pam,Successful SSH login,authentication,,192.168.1.233
2026-04-07T01:41:00.49094,3,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.34
2026-04-06T13:56:00.32178,1,nginx,Normal asset load (JS/CSS),web_traffic,,
2026-04-13T15:04:00.23320,,syscheck,File integrity check passed,ossec,,192.168.1.6
2026-04-10T22:14:00.97544,1,pam,Successful SSH login,authentication,,192.168.1.109
2026-05-01T00:45:00.40644,1,cron,Cron job executed successfully,system,,192.168.1.114
2026-04-18T17:57:00.47619,12,windows_defender,Malware Execution Detected,malware,T1204,
2026-04-08T23:49:00.42010,8,windows,Windows Update service restarted automatically,windows_system,,192.168.1.238
2026-04-09T23:40:00.54963,2,mysql,Standard DB query execution,database,,47.111.169.105
2026-04-05T05:43:00.65130,5,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.116
2026-04-13T01:59:00.88504,12,suricata,Command and Control Beaconing Detected,c2,T1071,192.168.1.239
2026-04-28T20:10:00.46268,3,sudo,User executed allowed sudo command,privilege,,192.168.1.129
2026-04-27T00:34:00.67142,4,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.10
2026-04-15T17:34:00.13003,4,nginx,Normal asset load (JS/CSS),web_traffic,,
2026-04-23T17:34:00.59728,1,iptables,Firewall accepted connection,firewall,,192.168.1.120
2026-04-12T14:11:00.76823,1,iptables,Firewall accepted connection,firewall,,192.168.1.26
2026-04-22T02:39:00.45373,3,,Normal GET request to /index.html,web_traffic,,192.168.1.229
2026-04-13T08:34:00.30176,1,postfix,Mail delivery successful,mail,,192.168.1.127
2026-04-21T05:34:00.56766,2,mysql,Standard DB query execution,database,,192.168.1.57
2026-04-11T23:16:00.69359,,modsecurity,SQL Injection attempt detected,owasp_10,T1190,5.182.26.157
2026-04-18T11:59:00.90643,3,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.230
2026-04-26T02:14:00.61634,14,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,63.69.9.91
2026-04-12T11:32:00.17483,13,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,65.20.185.185
2026-04-28T05:31:00.43085,1,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.37
2026-05-03T12:55:00.43634,1,syscheck,File integrity check passed,ossec,,192.168.1.170
2026-04-27T23:25:00.12483,8,sca,Vulnerability assessment scan completed on all endpoints,,,192.168.1.107
2026-05-03T18:32:00.52113,15,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,112.32.40.21
2026-04-21T16:22:00.37056,3,windows,System event 4624,windows_auth,,192.168.1.247
2026-05-01T17:31:00.66030,5,sshd,Multiple failed password attempts,authentication_failed,T1110,192.168.1.105
2026-05-01T23:37:00.63613,4,sudo,User executed allowed sudo command,privilege,,192.168.1.133
2026-04-06T00:23:00.25096,,pam,Successful SSH login,authentication,,192.168.1.185
2026-04-24T00:53:00.19410,4,pam,Service account login from unexpected geographic region,lateral_movement,T1021,192.168.1.174
2026-04-26T22:08:00.63218,10,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,192.168.1.36
2026-05-03T08:18:00.37417,2,iptables,Firewall accepted connection,firewall,,192.168.1.148
2026-04-08T12:57:00.71721,10,modsecurity,SQL Injection attempt detected,owasp_10,,192.168.1.215
2026-04-13T03:40:00.62777,4,sudo,User executed allowed sudo command,privilege,,192.168.1.237
2026-04-09T18:01:18.98581,1,,System event 4624,windows_auth,,192.168.1.66
2026-04-19T18:30:00.99308,9,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,192.168.1.105
2026-04-10T23:30:00.68182,2,sudo,User executed allowed sudo command,privilege,,192.168.1.131
2026-04-11T23:13:00.59208,4,postfix,Mail delivery successful,mail,,192.168.1.160
2026-04-25T09:12:00.83658,1,nginx,Normal asset load (JS/CSS),web_traffic,,
2026-04-29T09:31:22.22269,1,iptables,Firewall accepted connection,firewall,,192.168.1.57
2026-04-21T04:50:00.38590,3,syscheck,File integrity check passed,ossec,,192.168.1.186
2026-04-29T14:54:00.63188,,windows,System event 4624,windows_auth,,192.168.1.149
2026-04-14T10:34:00.83791,6,sshd,Multiple failed password attempts,authentication_failed,T1110,192.168.1.57
2026-04-09T03:11:00.15586,2,sudo,User executed allowed sudo command,,,192.168.1.16
2026-04-09T10:20:00.97744,5,sshd,Multiple failed password attempts,authentication_failed,T1110,43.156.108.108
2026-04-10T05:25:00.85923,3,web-accesslog,Normal GET request to /index.html,web_traffic,,54.39.203.111
2026-04-26T18:58:00.99214,,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,51.68.111.207
2026-04-06T20:22:00.34118,9,suricata,,reconnaissance,T1046,192.168.1.184
2026-04-15T22:09:00.52257,3,syscheck,,ossec,,192.168.1.149
2026-04-17T11:33:40.67723,1,iptables,Firewall accepted connection,firewall,,192.168.1.106
2026-04-08T20:51:00.95153,,sca,Vulnerability assessment scan completed on all endpoints,compliance,,192.168.1.41
2026-05-03T00:33:00.53252,9,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.191
2026-04-17T03:10:00.12459,11,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,23.165.228.157
2026-04-08T20:01:00.65451,9,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,94.169.225.198
2026-04-23T16:13:00.76157,4,sudo,User executed allowed sudo command,privilege,,192.168.1.22
2026-04-13T01:09:00.77535,9,modsecurity,SQL Injection attempt detected,owasp_10,T1190,79.124.62.242
2026-04-28T05:09:00.22419,7,suricata,Outbound connection to rare external IP,network_monitor,,192.168.1.187
2026-04-29T07:45:00.12164,2,syscheck,File integrity check passed,ossec,,
2026-04-18T09:27:00.45192,1,pam,Successful SSH login,authentication,,192.168.1.32
2026-04-09T07:26:00.92058,6,syscheck,Unexpected file modification in /etc/,ossec,,68.183.183.181
2026-04-07T06:39:00.80353,3,windows,,windows_auth,,
2026-04-14T21:43:00.37232,5,suricata,Hidden port scan: slow SYN sweep on non-standard ports,reconnaissance,T1046,192.168.1.179
2026-04-20T09:43:00.98289,7,sshd,Multiple failed password attempts,authentication_failed,,192.168.1.114
2026-04-13T06:55:42.85783,15,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,83.244.104.211
2026-04-17T03:12:00.43984,9,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.223
2026-04-13T02:45:00.38521,4,,File integrity check passed,,,192.168.1.106
2026-04-18T22:37:00.28045,2,windows,System event 4624,windows_auth,,192.168.1.193
2026-04-01T14:53:09.52050,2,mysql,Standard DB query execution,database,,192.168.1.34
2026-04-16T19:26:00.81123,1,mysql,Standard DB query execution,database,,51.195.215.32
2026-04-13T19:28:05.65451,5,nginx,Unusual traffic spike detected,web_traffic,,192.168.1.94
2026-04-15T05:07:00.28302,,iptables,Firewall accepted connection,firewall,,192.168.1.155
2026-04-06T15:54:00.26891,1,mysql,Standard DB query execution,database,,192.168.1.16
2026-05-04T07:43:00.96255,1,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.238
2026-04-28T22:08:00.78868,9,sca,Vulnerability assessment scan completed on all endpoints,compliance,,192.168.1.72
2026-04-15T05:34:00.63294,3,cron,Cron job executed successfully,system,,192.168.1.146
2026-04-29T03:19:50.63297,1,sudo,User executed allowed sudo command,privilege,,192.168.1.250
2026-04-10T22:19:00.59434,8,syscheck,High disk usage alert - /var/log at 92% capacity,system_monitor,,192.168.1.101
2026-04-09T20:43:00.98842,14,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,34.85.163.94
2026-04-14T09:36:00.68588,4,iptables,Firewall accepted connection,firewall,,37.9.192.213
2026-04-19T17:18:00.75246,4,pam,Successful SSH login,authentication,,192.168.1.130
2026-04-23T16:09:00.38885,2,postfix,,mail,,192.168.1.70
2026-04-23T15:29:00.78144,2,iptables,Firewall accepted connection,firewall,,192.168.1.52
2026-04-22T16:25:00.35757,8,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,66.249.81.4
2026-04-30T14:02:32.68812,8,sca,SCA policy scan: CIS Benchmark compliance check completed,compliance,,192.168.1.87
2026-04-11T07:28:00.11971,2,mysql,Standard DB query execution,database,,192.168.1.79
2026-05-01T00:34:00.20768,4,pam,Successful SSH login,authentication,,18.224.39.133
2026-05-02T12:00:00.26514,10,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,42.47.70.151
2026-04-06T10:46:00.50188,,iptables,Firewall accepted connection,firewall,,192.168.1.7
2026-04-23T21:54:00.88593,10,sshd,,authentication_failed,T1110,185.6.75.20
2026-04-09T15:52:00.42835,1,syscheck,File integrity check passed,ossec,,79.110.236.232
2026-04-12T13:07:00.21901,8,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,45.173.101.88
2026-04-13T00:48:00.84203,4,cron,Cron job executed successfully,system,,192.168.1.20
2026-04-17T08:58:00.73105,3,mysql,,database,,192.168.1.216
2026-04-06T11:30:00.48489,1,,Standard DB query execution,database,,192.168.1.178
2026-04-09T17:38:00.49142,13,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,51.195.244.0
2026-04-30T10:42:00.22044,,mysql,Standard DB query execution,database,,192.168.1.111
2026-04-21T21:07:00.24218,8,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,192.168.1.209
2026-04-19T23:32:00.51715,2,cron,Cron job executed successfully,system,,192.168.1.88
2026-04-30T06:23:00.68246,2,web-accesslog,Normal GET request to /index.html,,,36.255.223.75
2026-04-14T09:16:00.31793,4,mysql,Standard DB query execution,database,,192.168.1.206
2026-05-03T15:38:00.64796,12,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,14.103.127.199
2026-04-17T12:08:00.23741,2,windows,System event 4624,windows_auth,,192.168.1.95
2026-04-13T18:59:35.83476,4,sudo,User executed allowed sudo command,privilege,,192.168.1.148
2026-04-23T11:13:00.66031,1,windows,System event 4624,windows_auth,,
2026-04-14T05:19:00.61688,10,windows_defender,,malware,T1204,
2026-04-12T04:48:00.84229,1,cron,Cron job executed successfully,system,,192.168.1.38
2026-04-06T19:17:00.65879,2,sudo,User executed allowed sudo command,privilege,,192.168.1.198
2026-04-28T03:23:00.41228,12,,HTTP Flood Denial of Service (DoS),dos,T1498,79.106.227.150
2026-04-21T14:14:00.83216,10,syscheck,,system_monitor,,192.168.1.203
2026-05-03T04:52:00.83718,2,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.202
2026-04-07T09:17:00.84701,2,mysql,Standard DB query execution,database,,192.168.1.114
2026-04-23T02:37:00.32725,14,suricata,Command and Control Beaconing Detected,c2,T1071,
2026-04-29T15:20:00.66086,13,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,23.95.252.161
2026-04-28T16:42:00.39574,13,suricata,Command and Control Beaconing Detected,c2,T1071,20.220.232.240
2026-04-21T16:27:00.85852,9,syscheck,Certificate expiration warning: SSL cert expires in 7 days,,,192.168.1.161
2026-04-23T10:46:00.15257,,sshd,Subtle brute force: 3 failed logins from single source,,T1110,192.168.1.234
2026-04-23T21:10:00.78522,13,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,14.211.253.151
2026-04-21T07:36:00.37822,9,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,192.168.1.11
2026-04-09T10:18:00.72717,1,windows,System event 4624,,,192.168.1.148
2026-04-24T09:00:00.33542,12,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,192.168.1.108
2026-04-05T05:20:00.32193,4,windows,System event 4624,windows_auth,,192.168.1.173
2026-05-01T12:11:00.85536,,pam,Successful SSH login,authentication,,192.168.1.241
2026-04-24T14:29:00.13835,2,cron,Cron job executed successfully,system,,47.242.186.245
2026-04-24T01:35:00.78811,1,pam,Successful SSH login,authentication,,192.168.1.23
2026-04-24T17:50:00.57578,12,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,192.168.1.104
2026-04-10T04:23:00.72529,13,sshd,,authentication_failed,T1110,220.208.149.198
2026-04-22T09:44:00.39752,4,iptables,Firewall accepted connection,firewall,,192.168.1.113
2026-04-25T11:35:00.84349,1,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.65
2026-04-08T11:46:55.23798,9,modsecurity,SQL Injection attempt detected,owasp_10,T1190,5.181.3.22
2026-04-22T23:08:00.21748,12,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,192.168.1.34
2026-05-02T01:12:00.53107,11,syscheck,High disk usage alert - /var/log at 92% capacity,system_monitor,,192.168.1.34
2026-04-26T17:15:00.45398,4,postfix,Mail delivery successful,mail,,192.168.1.218
2026-04-20T06:55:00.66780,3,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.230
2026-04-07T06:46:00.29733,4,pam,Successful SSH login,authentication,,192.168.1.211
2026-04-25T15:10:00.19637,3,mysql,Standard DB query execution,database,,192.168.1.132
2026-04-20T06:41:00.59506,2,postfix,Mail delivery successful,mail,,
2026-04-17T08:18:00.92782,15,modsecurity,SQL Injection attempt detected,,T1190,45.142.154.30
2026-04-11T12:18:00.14372,12,suricata,Command and Control Beaconing Detected,c2,T1071,142.178.21.76
2026-05-01T01:41:00.88161,,,Successful SSH login,authentication,,192.168.1.129
2026-04-05T13:15:00.99854,1,web-accesslog,,web_traffic,,192.168.1.229
2026-04-24T12:51:00.10724,10,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,45.89.63.39
2026-04-21T22:44:00.77138,13,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,65.20.149.93
2026-04-13T17:35:00.83137,12,pam,Password expiry warning for user admin (30 days remaining),authentication,,192.168.1.32
2026-04-30T13:08:49.66678,10,sshd,SSH key rotation completed for service account,authentication,,192.168.1.232
2026-04-25T06:01:00.96639,8,suricata,Command and Control Beaconing Detected,c2,T1071,78.153.151.9
2026-04-10T11:22:00.21965,1,iptables,Firewall accepted connection,firewall,,192.168.1.142
2026-04-27T12:34:00.86931,5,nginx,Unusual traffic spike detected,web_traffic,,
2026-04-28T07:15:00.14417,11,,SSH key rotation completed for service account,authentication,,192.168.1.50
2026-04-03T06:40:52.97808,10,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.225
2026-04-21T03:48:00.92943,15,,Multiple SSH authentication failures (Brute Force),authentication_failed,,
2026-04-12T05:09:00.10847,1,,Successful SSH login,authentication,,192.168.1.21
2026-05-03T21:20:00.40785,1,pam,Successful SSH login,authentication,,
2026-04-21T01:09:00.22375,1,iptables,Firewall accepted connection,firewall,,192.168.1.201
2026-04-21T07:43:38.58941,3,windows,System event 4624,windows_auth,,192.168.1.250
2026-04-28T13:19:00.70670,11,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,192.168.1.197
2026-04-28T11:00:00.68705,1,mysql,Standard DB query execution,database,,192.168.1.152
2026-04-28T19:08:00.46080,,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,60.167.19.189
2026-04-15T21:23:00.59723,13,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,43.163.231.187
2026-04-17T08:18:00.80415,4,nginx,Low-rate credential stuffing via API endpoint,authentication_failed,T1110,192.168.1.131
2026-05-01T00:27:00.78211,2,iptables,Firewall accepted connection,firewall,,192.168.1.219
2026-05-01T22:47:00.71743,,windows,Service started from non-standard path,windows_system,,192.168.1.182
2026-04-20T03:06:00.66667,4,iptables,Firewall accepted connection,firewall,,192.168.1.165
2026-04-06T08:31:00.86508,,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.221
2026-04-09T08:48:00.24700,2,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.206
2026-04-26T01:37:00.48424,2,web-accesslog,Normal GET request to /index.html,,,
2026-04-16T19:14:00.45963,10,,SSH key rotation completed for service account,authentication,,192.168.1.70
2026-03-25T14:08:45.81085,12,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,103.45.67.89
2026-04-06T11:47:00.16036,1,mysql,Standard DB query execution,database,,192.168.1.161
2026-04-13T01:08:00.71683,5,sshd,Multiple failed password attempts,authentication_failed,T1110,192.168.1.10
2026-04-09T12:08:00.35028,6,windows,,windows_system,,192.168.1.47
2026-04-21T05:58:00.36527,14,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,54.39.89.230
2026-04-24T11:34:18.92292,3,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.196
2026-04-22T17:58:00.52482,9,,SQL Injection attempt detected,owasp_10,T1190,46.163.189.191
2026-04-19T22:32:00.73303,11,modsecurity,SQL Injection attempt detected,owasp_10,T1190,120.16.176.32
2026-04-28T09:44:00.38398,3,sudo,User executed allowed sudo command,privilege,,192.168.1.74
2026-05-01T20:01:00.85628,10,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,79.117.98.34
2026-04-26T11:47:00.58290,4,pam,Successful SSH login,authentication,,192.168.1.158
2026-04-19T02:41:00.14323,10,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,41.79.19.9
2026-04-28T11:25:00.70632,2,nginx,Normal asset load (JS/CSS),web_traffic,,41.211.16.117
2026-04-26T09:05:00.12313,3,mysql,Standard DB query execution,database,,192.168.1.138
2026-04-09T07:32:00.12588,9,suricata,Command and Control Beaconing Detected,c2,T1071,67.239.107.136
2026-04-06T15:49:00.20391,1,postfix,Mail delivery successful,mail,,192.168.1.20
2026-04-21T02:52:00.82405,4,pam,Service account login from unexpected geographic region,lateral_movement,T1021,192.168.1.54
2026-04-18T17:37:00.82356,2,cron,Cron job executed successfully,system,,192.168.1.179
2026-04-24T16:08:00.59394,5,windows,Service started from non-standard path,windows_system,,192.168.1.235
2026-04-17T12:29:00.33483,12,modsecurity,SQL Injection attempt detected,owasp_10,,190.7.96.128
2026-04-10T19:52:00.10661,4,iptables,Firewall accepted connection,firewall,,192.168.1.247
2026-05-01T20:30:00.99936,1,postfix,Mail delivery successful,mail,,192.168.1.186
2026-04-07T01:05:00.52721,4,postfix,Mail delivery successful,mail,,192.168.1.182
2026-05-01T07:51:00.65099,2,iptables,Firewall accepted connection,firewall,,192.168.1.254
2026-04-11T16:25:49.32843,13,windows_defender,Malware Execution Detected,malware,T1204,123.34.119.72
2026-04-11T06:32:00.23104,4,postfix,,mail,,
2026-04-30T15:39:00.88861,3,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.55
2026-05-01T10:30:00.26825,3,syscheck,,ossec,,192.168.1.236
2026-04-23T21:17:00.35981,4,pam,,lateral_movement,T1021,192.168.1.119
2026-04-18T00:11:00.19267,10,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,
2026-04-22T12:46:00.17886,,nginx,Normal asset load (JS/CSS),web_traffic,,74.218.95.154
2026-04-20T02:56:00.81660,2,windows,System event 4624,windows_auth,,192.168.1.159
2026-04-28T17:19:00.36598,1,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.221
2026-04-21T03:25:00.91973,8,sshd,Multiple failed password attempts,authentication_failed,T1110,192.168.1.45
2026-05-01T02:23:00.53076,3,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.179
2026-04-23T18:40:00.18781,4,pam,Successful SSH login,authentication,,
2026-04-19T17:42:00.67647,3,syscheck,File integrity check passed,ossec,,192.168.1.118
2026-04-22T04:22:00.73650,2,iptables,Firewall accepted connection,firewall,,192.168.1.238
2026-05-01T08:27:00.67881,9,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,137.150.254.50
2026-04-07T19:48:00.76560,6,suricata,Outbound connection to rare external IP,network_monitor,,39.98.239.42
2026-04-10T14:38:00.70978,2,nginx,Normal asset load (JS/CSS),web_traffic,,
2026-04-10T01:08:00.54106,2,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.206
2026-04-13T12:59:00.16343,8,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,5.181.124.62
2026-04-28T12:11:00.47201,2,syscheck,File integrity check passed,ossec,,
2026-04-08T12:00:00.67200,2,windows,System event 4624,windows_auth,,192.168.1.86
2026-04-17T12:40:00.67015,11,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,192.168.1.241
2026-04-09T03:28:00.71090,,mysql,Standard DB query execution,database,,192.168.1.181
2026-04-22T23:07:00.12831,2,pam,Successful SSH login,authentication,,192.168.1.26
2026-04-14T05:17:00.73673,4,mysql,Standard DB query execution,database,,192.168.1.173
2026-04-20T22:05:00.38511,9,windows,Windows Update service restarted automatically,windows_system,,192.168.1.57
2026-04-09T09:39:00.53532,3,nginx,Normal asset load (JS/CSS),web_traffic,,
